severity,file,term,first_use_char_offset,occurrences,gloss_anywhere_on_page,first_use_in_table_or_callout,first_use_in_faq,term_load_bearing_for_page,first_use_context
MEDIUM,67757_transactions-at-undervalue.html,preference (unlawful),1280,14,yes,no,no,no,"he connected-party presumption, the statutory defence in section 238(5), the overlap with preferences under section 239, and the court orders the liquidator can obtain under section 241. The distincti"
MEDIUM,67757_transactions-at-undervalue.html,presented (vs served),3326,2,no,no,no,no,"lvency is defined by section 240(3). That is usually the date the winding-up petition was presented, the date the administration application was made, or the date the directors filed the notice of int"
MEDIUM,67757_transactions-at-undervalue.html,transaction at an undervalue,461,14,yes,no,no,yes,"d the kit to keep trading"". The liquidator, opening the file a year on, sees one thing. A transaction at undervalue under section 238 of the Insolvency Act 1986. A transaction at undervalue (TUV) is a"
MEDIUM,67757_transactions-at-undervalue.html,wrongful trading,3845,2,no,no,no,no,", or have become so as a consequence of it. That is the same insolvency test that governs wrongful trading under section 214. Where the counterparty is a connected party, a director, a spouse, a paren"
MEDIUM,67828_accelerated-payment-notices-apn.html,CVA,6121,5,no,no,no,no,"Where the APN amount exceeds the company's (or individual's) liquidity, administration or CVA becomes a serious option. Administration imposes a statutory moratorium that stops enforcement; a CVA can "
MEDIUM,67828_accelerated-payment-notices-apn.html,moratorium,6186,2,no,no,no,no,"idity, administration or CVA becomes a serious option. Administration imposes a statutory moratorium that stops enforcement; a CVA can compromise the APN amount alongside other creditors (though HMRC "
MEDIUM,67957_why-debt-is-not-always-a-bad-thing-for-your-business.html,CVA,7808,2,no,no,no,no,"options for addressing the debt shift from commercial refinancing to formal restructure: CVA, administration, or CVL. A licensed insolvency practitioner is the right adviser to test whether your under"
MEDIUM,67957_why-debt-is-not-always-a-bad-thing-for-your-business.html,CVL,7832,2,no,no,no,no,"the debt shift from commercial refinancing to formal restructure: CVA, administration, or CVL. A licensed insolvency practitioner is the right adviser to test whether your underlying business is viabl"
MEDIUM,67960_cant-afford-to-pay-suppliers-what-are-the-options.html,IP (insolvency practitioner),7858,4,yes,yes,no,no,"or Variable, depends on realisation CVL No, orderly closure Initiated by directors; IP takes control Distribution from realised assets Director Liability When Supplier Debt Remains Unp"
MEDIUM,67960_cant-afford-to-pay-suppliers-what-are-the-options.html,advertised / advertisement (notice sense),3102,2,no,no,no,no,"up petition . Unpaid statutory demand at 21+ days supports a petition to the court. Once advertised in The Gazette, the petition freezes company bank accounts and is usually the point at which trading"
MEDIUM,67960_cant-afford-to-pay-suppliers-what-are-the-options.html,misfeasance,8661,3,no,no,no,no,"luding continuing to take supplier credit knowing the supplier would not be paid. Misfeasance under section 212, including preference payments to favoured creditors (often connected parties) while tra"
MEDIUM,67960_cant-afford-to-pay-suppliers-what-are-the-options.html,statutory demand,603,7,yes,no,no,no,ep trading. Lose your supply chain and your operating position collapses weeks before any statutory demand would have arrived. This page sets out what happens when a UK limited company cannot pay its 
MEDIUM,67960_cant-afford-to-pay-suppliers-what-are-the-options.html,the Gazette,3116,2,no,no,no,no,"Unpaid statutory demand at 21+ days supports a petition to the court. Once advertised in The Gazette, the petition freezes company bank accounts and is usually the point at which trading becomes pract"
MEDIUM,67962_what-is-a-statutory-demand-against-a-company.html,advertised / advertisement (notice sense),3522,3,no,no,no,no,"petition. Court fee £352 plus £2,600 deposit for the Official Receiver. Petition advertised in The Gazette, normally no earlier than seven business days after the petition is served and no later than"
MEDIUM,67962_what-is-a-statutory-demand-against-a-company.html,moratorium,6279,3,no,no,no,no,"rmal insolvency is the right answer, is to enter administration directly, the statutory moratorium stops the creditor's petition and opens rescue or sale of the business. Common Mistakes and Misconcep"
MEDIUM,67962_what-is-a-statutory-demand-against-a-company.html,presented (vs served),3892,4,no,no,no,no,"er makes a winding-up order, dispositions of company property made after the petition was presented can be void unless the court validates them. Hearing listed typically 4–6 weeks after advertisement."
MEDIUM,67962_what-is-a-statutory-demand-against-a-company.html,served / service,690,3,yes,no,no,yes,"hy It Matters A statutory demand is a formal written demand for payment of a debt, served on a company under section 123(1)(a) of the Insolvency Act 1986 . It is the most direct gateway into corporate"
MEDIUM,68076_county-court-judgements.html,wrongful trading,6846,2,no,no,no,no,"who would not have extended credit knowing the true position, risk personal liability for wrongful trading under s.214 of the Insolvency Act 1986. Options for Responding to a County Court Judgment You"
MEDIUM,68101_dealing-with-creditor-pressure.html,CVA,11925,14,yes,yes,no,no,"lender can pursue charging orders on the home, third-party debt orders, or bankruptcy. A CVA does not extinguish them. Read each guarantee before accepting any payment plan that names a guaranteed len"
MEDIUM,68101_dealing-with-creditor-pressure.html,Schedule B1,10077,2,no,no,no,no,comes the only mechanism that pauses enforcement. The administration moratorium under Schedule B1 paragraph 22 of the Insolvency Act 1986 freezes creditor action immediately on appointment of an admin
MEDIUM,68101_dealing-with-creditor-pressure.html,presented (vs served),1949,4,no,no,no,no,es to it. A statutory demand starts a 21-day window before a winding-up petition can be presented. An HMRC 7-day warning runs straight into a Notice of Enforcement. A county court judgment becomes a w
MEDIUM,68101_dealing-with-creditor-pressure.html,statutory demand,4,15,yes,no,no,no,"The statutory demand is on the desk, dated last Tuesday. The supplier has emailed to say goods are on stop until Friday. Your bank"
MEDIUM,68108_how-to-reduce-insolvency-risk.html,CVA,15716,1,yes,yes,no,no,"Initiates Trading Continues? Public Record HMRC Time to Pay Director Yes No CVA Director + IP proposal Yes Yes Administration Director, secured creditor, or court Often, under admin"
MEDIUM,68108_how-to-reduce-insolvency-risk.html,CVL,15846,1,yes,yes,no,no,"Administration Director, secured creditor, or court Often, under administrator Yes CVL Director No Yes Mistakes Directors Make Trying to Reduce Insolvency Risk Confusing Cost-"
MEDIUM,68111_what-to-do-about-customer-insolvency.html,IP (insolvency practitioner),754,22,yes,no,no,no,"secured pot. We have watched this clock run out on dozens of suppliers who waited for the IP to tell them what to do. This guide walks the supplier-side actions, the order they need to happen in, and"
MEDIUM,68111_what-to-do-about-customer-insolvency.html,Official Receiver,4338,2,no,no,no,no,"d above the £750 threshold, then a winding-up petition with a £352 court fee and a £2,600 Official Receiver deposit. That route only fits when you are confident the customer can pay and is choosing no"
MEDIUM,68111_what-to-do-about-customer-insolvency.html,floating charge,9171,2,no,no,no,no,"fter preferential creditors, the prescribed part under section 176A carves out a slice of floating charge realisations for unsecured creditors, capped at £800,000 on charges created on or after 6 Apri"
MEDIUM,68111_what-to-do-about-customer-insolvency.html,misfeasance,2397,3,no,no,no,no,l a director personally unless you hold a personal guarantee or the practitioner brings a misfeasance claim that flows recoveries back into the unsecured pool. Main Supplier Risk in the First Two Week
MEDIUM,68111_what-to-do-about-customer-insolvency.html,preference (unlawful),10108,4,no,no,no,no,"verdrawn director loan accounts, unlawful dividends under section 830 Companies Act 2006, preferences under section 239, transactions at undervalue under section 238, or misfeasance under section 212."
MEDIUM,68111_what-to-do-about-customer-insolvency.html,transaction at an undervalue,10139,2,no,no,no,no,", unlawful dividends under section 830 Companies Act 2006, preferences under section 239, transactions at undervalue under section 238, or misfeasance under section 212. If those claims succeed, the p"
MEDIUM,68115_rescue-your-business-from-insolvency.html,CVL,9740,5,yes,yes,no,no,utation Connected-party scrutiny under SIP 16 and the Pre-Pack Pool Pre-pack guide CVL (last resort) No viable rescue route; structured closure is the honest call The company itself Liquidator'
MEDIUM,68115_rescue-your-business-from-insolvency.html,IP (insolvency practitioner),9282,3,yes,yes,no,no,ight Personal liability for new debts incurred during moratorium if unpaid Role of the IP Administration Urgent creditor protection needed; rescue or sale possible Director control; the adminis
MEDIUM,68115_rescue-your-business-from-insolvency.html,Schedule B1,7852,3,no,no,no,no,"to Administration or a pre-pack. Administration imposes a statutory moratorium under Schedule B1, paragraph 43 of the Insolvency Act 1986 and hands the company to an administrator whose primary object"
MEDIUM,68115_rescue-your-business-from-insolvency.html,transaction at an undervalue,11130,1,yes,yes,no,no,6 months (2 years for connected) Payment reversed; director may be personally liable Transaction at Undervalue (IA 1986 s.238) Transferring assets at less than market value within 2 years before insol
